user_id,item_id,timestamp
31,29,874321313
43,78,899299665
97,100,886788164
5,41,886900236
20,83,881972458
14,26,872120171
66,88,890275915
86,98,876851871
43,21,875094220
32,46,872776396
67,71,881960515
66,99,897971930
63,8,888994034
64,28,881333214
94,65,891689760
16,12,897206224
83,62,896731171
87,21,873234106
44,90,883543794
85,59,894066098
42,36,884446975
49,26,874618565
64,73,874870607
34,52,896708102
72,62,877591036
39,70,881766090
38,87,871821341
12,20,880522856
18,47,899410939
86,4,883404904
60,28,886618957
22,5,884313833
57,64,877752944
77,1,882048833
99,36,889655734
61,97,898739342
37,57,887570560
47,54,875530785
1,3,890345699
95,20,897182554
76,50,895710614
50,82,880354219
46,24,880676154
53,84,882825107
65,42,871111770
99,94,882551769
19,8,885753605
1,57,875823950
59,44,873826341
86,50,873104020
26,44,873382214
99,79,891990333
65,86,882930825
43,40,891353615
91,62,888216999
14,97,894778806
56,96,871863431
48,39,891599676
51,20,877029080
56,55,897727706
31,84,892302584
80,19,874933483
83,50,888189193
42,57,870272287
35,68,885282913
7,82,882495804
19,20,890361855
71,61,872972023
44,8,894480910
11,72,870218572
25,5,878033453
44,99,880184215
47,93,885284525
10,73,870902671
12,52,878101904
1,22,892807988
11,40,874813686
73,91,896387646
37,62,883888355
35,61,899425458
46,10,886147303
100,51,871278449
80,67,895084408
75,85,894001028
96,41,880342657
83,63,890958294
92,22,872553417
17,5,880369822
41,42,888365153
98,27,887739653
55,53,878855084
65,26,888168359
30,3,889127851
45,19,876589699
84,34,883840837
8,73,890264616
16,83,871122598
73,19,884790969
47,3,882663673
23,88,887820335
61,70,885252605
64,85,886103801
53,57,892736733
41,6,877557657
95,93,884952072
44,7,897020678
46,59,876116729
47,72,899054099
70,76,886353352
94,3,870064412
20,80,874869522
88,54,887001888
5,42,872943581
40,20,898733862
92,21,887437920
66,49,880016890
17,13,884254542
94,18,884767771
43,85,899226985
46,100,875713415
43,40,892066983
86,36,885271978
21,65,870603399
67,28,880311240
64,72,871851334
94,72,888626171
71,4,883558819
83,95,886767577
54,17,895868930
41,33,893867789
94,36,898051591
75,17,888222837
72,1,873701356
4,97,871518621
76,14,874910246
34,14,890666435
97,7,893543061
77,22,874552039
68,93,890409385
56,50,899150748
60,6,871653269
63,80,887107773
14,72,879485906
100,18,887091641
81,79,874635866
44,89,887932047
27,90,883889051
46,4,898956834
91,38,870858671
19,22,889029784
37,90,889293368
57,5,874666620
48,55,878697216
90,20,881444230
25,94,895463036
41,24,894012149
5,9,873133172
61,75,885196421
70,40,888007795
32,64,881004562
25,3,889246986
73,51,879898277
24,24,878950930
41,38,880071167
35,32,876462762
76,30,899675266
94,54,894943087
13,22,870046037
6,50,893730839
89,97,882926641
14,10,874289990
66,62,886975213
87,83,888182765
90,83,877106623
17,50,894176393
35,35,898721521
97,73,872954156
25,29,895568762
10,5,898148801
89,67,883570911
74,26,884631133
88,29,891672072
94,53,897169962
86,44,881318523
94,41,893139771
18,88,881894849
14,51,873194613
88,46,899537522
4,99,870950669
17,23,877396701
37,60,893195779
79,52,897160874
60,60,893112762
41,95,877041705
65,10,899981149
79,65,887864504
74,82,884964866
57,27,885659921
86,34,893790029
9,98,884238630
88,81,876491238
44,66,877642323
36,5,874829753
18,19,878423977
26,10,881499128
91,5,889005644
8,94,889905927
63,27,881947855
81,10,878090470
18,58,882711922
10,80,881630007
17,86,879022187
2,85,873311012
100,53,885501701
67,49,894189075
12,22,876210304
20,83,873929050
100,62,879414715
67,13,886117169
62,63,894658620
59,76,896941194
66,63,895678027
37,61,894862397
76,72,899963470
62,9,891371908
24,9,877674080
26,50,888565483
31,61,890548767
39,56,887753899
98,30,897999861
21,82,897049617
69,30,895652808
49,52,873208497
8,82,879213092
43,36,875905634
27,96,879809506
67,71,874548795
14,7,873219982
66,92,891738988
93,99,874772461
20,7,891222272
15,62,890205208
42,26,884235645
18,28,898079151
90,34,885339536
66,14,871046687
28,16,893481723
12,86,883492205
50,3,886869516
47,25,885484473
98,93,894315151
87,90,876286487
89,45,880581753
72,57,891888140
39,3,889139197
12,15,891206229
64,8,888503452
10,13,884337624
82,4,884526617
93,91,879565754
76,32,881264569
56,89,871255419
47,96,891942174
44,9,874688218
34,60,880550532
19,24,890218078
22,77,877605175
88,89,893287865
70,98,898369489
85,79,876958358
54,31,889451304
37,30,875163933
65,51,870962876
91,49,896941485
39,79,881675918
2,92,875276253
1,47,873400290
98,86,898861225
48,76,874167159
97,29,885748077
3,66,870382333
59,38,875607032
85,42,882458251
26,33,897504026
56,32,881466412
92,3,887359696
31,86,874506163
49,38,884014528
52,67,891742591
10,71,883661479
86,33,891130269
31,50,890910684
93,35,873221623
44,5,884291451
96,53,882967789
99,25,882496477
25,99,872718157
81,38,896664904
9,55,896622165
22,14,898089427
10,97,886961306
49,8,875284333
42,61,875547112
8,10,880254619
90,54,880267278
18,45,898778033
17,11,895703434
82,79,884999811
91,50,884412058
51,70,882082269
15,56,889292835
86,94,899678280
12,38,886305062
12,41,886067971
5,2,880289511
27,14,894160700
33,97,895953090
14,73,891377503
85,81,892997003
15,36,896391503
62,39,871427840
83,65,883531858
96,90,899743785
36,14,890870036
95,52,886724172
98,92,874615762
10,5,882727784
75,85,872165544
38,18,892997146
94,91,887876262
49,34,894573491
84,74,884331375
17,13,872128965
15,44,899722981
85,5,882213739
21,52,886272296
82,39,873256895
50,35,889470632
16,4,874877277
52,29,878591705
67,92,873450642
13,50,874578741
62,30,880847210
78,57,874121651
2,77,891445369
82,9,883591492
96,15,890264186
71,85,870576808
77,62,899058502
46,84,878857271
11,6,895121897
29,78,880618125
61,25,889659238
23,3,878037433
36,75,870760373
33,15,896323009
4,31,882744387
92,44,884658694
31,17,878481066
2,48,891718820
21,69,876208067
17,94,876249755
74,89,897205942
77,22,896458520
51,22,877308722
40,28,884614939
11,14,875037564
61,63,892659858
59,41,883104605
29,59,892885445
32,95,896872026
91,39,881832158
22,64,892883663
10,67,873803275
1,80,899785749
93,28,874232240
40,98,873325274
18,77,893382078
84,76,887019821
11,4,894740215
54,46,890963220
80,63,889624458
38,50,881913865
41,41,878747837
9,86,878938056
83,62,880983243
2,85,883988463
63,41,894863046
55,36,896612417
28,53,898216402
41,62,870753603
31,60,872618372
33,44,877089603
3,58,884531738
57,2,886136149
28,54,883823406
34,21,879755430
44,30,886511118
28,89,888712597
97,11,897406844
95,79,896963501
83,82,891547292
24,33,874116076
39,57,881989613
49,3,873674250
34,62,871240874
2,67,895279786
30,93,877622975
21,93,874479709
4,90,890070757
41,33,893111385
57,24,873740714
78,16,873824829
95,100,895924381
88,93,871742265
67,39,875964737
71,65,887703035
60,94,885429710
4,4,892329585
27,22,899970895
88,22,877485049
71,8,888884325
18,34,892190094
66,41,891248429
87,41,874614329
28,99,890802552
12,87,872271522
46,45,888845541
37,71,889797351
72,17,870711777
77,54,879269175
28,16,889423671
39,41,872582750
1,95,888605835
93,66,892073504
63,37,875350980
76,85,873027517
85,83,895364473
96,20,896206949
3,18,899123521
53,76,884154448
96,25,886812774
17,75,870486315
88,16,887047856
34,95,871367709
18,4,879146159
10,29,898982117
87,75,877128566
29,79,876047565
93,87,875072781
52,97,891542661
3,86,878793959
33,16,882298558
23,53,890963582
41,25,882400654
52,27,897586197
39,71,888398473
79,97,897369727
21,98,882478532
22,18,881447250
5,57,880370491
91,59,877308040
63,5,882935510
46,8,888504989
97,48,880923200
1,23,894596429
31,39,877736800
75,1,875844677
7,99,877061971
40,21,881782571
25,58,896393735
95,26,890685214
85,72,874134166
25,31,899821327
18,77,890729924
23,59,886757056
37,92,886191786
28,4,889520598
59,33,881408040
21,4,897967727
61,35,888837820
80,59,873182732
100,33,879795097
51,1,872923538
61,27,871022759
29,31,891136294
49,84,893002181
75,37,883788543
62,94,877007079
4,15,890168353
5,14,890886121
19,76,883649373
94,33,877393281
15,5,888094580
57,38,894990125
92,50,886527527
79,31,888296270
34,3,896292067
38,45,895887851
40,22,890631282
8,55,898173915
29,89,894794022
3,63,873680976
68,71,886290909
87,51,870093604
9,90,871380389
28,3,897719394
44,50,872237034
51,23,876735286
35,21,883982956
47,36,870966947
26,83,899774100
30,59,888967512
14,68,896975545
98,86,885308651
3,75,895719092
32,69,887310954
48,83,874664970
55,70,882486252
25,19,886072221
8,13,874012022
45,51,878359215
48,13,873956210
16,60,894646867
15,69,876491717
29,35,896666880
21,95,874915241
100,91,882053654
85,66,897043702
24,83,878820559
6,25,893537211
57,38,875791370
21,34,886179240
17,64,894778984
24,74,886886954
22,13,895707464
96,78,875671227
20,87,880445945
12,12,879931701
65,87,888790497
69,52,883193708
23,37,880279209
51,89,885181275
97,86,878236884
3,13,898692890
100,70,890674161
38,78,899375993
53,30,870518225
62,73,892975850
75,35,873894610
3,76,892920600
44,11,875992196
56,14,895956854
19,28,891862014
78,64,882802334
51,1,896622967
83,42,894621984
75,54,874850582
32,1,894688734
74,18,883599313
43,43,886215039
56,36,889714754
98,80,882533857
74,24,881149025
81,96,894323109
4,41,870266192
50,58,898949803
15,62,870589580
52,85,897285179
57,70,873989978
27,65,874428007
7,47,885318456
68,55,880973890
40,98,896316485
41,33,874523464
57,14,894897690
40,47,886525570
19,50,876134521
43,99,881047015
31,72,885473522
92,10,883396963
6,40,892261373
32,96,876302076
27,84,872622024
17,65,894992154
97,51,886130338
80,32,882354226
52,40,894119424
55,82,897417316
7,84,892956819
95,75,890101261
55,3,885315653
62,74,897358105
52,10,895780703
43,31,885640294
34,45,898187904
93,78,881862795
2,95,881357372
84,24,881457775
66,84,885162475
81,18,884612953
81,52,888538498
26,53,873153042
70,20,870190424
12,15,891164359
78,14,884927371
17,54,876812061
68,77,895681768
47,74,885228843
62,81,880041102
40,98,896475398
100,31,878105628
11,22,883761267
14,46,880599681
2,88,875592381
99,47,877498340
79,86,891553806
33,75,877070887
60,60,872271391
75,71,886283127
81,79,880411461
43,57,895865592
13,52,870321257
31,66,874348288
43,97,898263062
47,55,886982142
51,97,879883233
71,58,872967263
96,75,882688629
93,81,887946455
38,61,883799430
78,34,870686751
54,61,881315973
50,53,875239217
73,80,878821275
98,63,891272923
66,45,894893210
72,23,891364143
34,9,882568254
64,17,897550334
79,32,893901668
76,58,885574904
75,9,899487268
74,86,881034177
59,40,897006493
80,84,880472077
97,66,887320620
97,70,887733534
90,85,891649377
4,24,899862828
19,77,870035833
37,12,891710393
15,1,898196833
55,76,871874665
57,62,873284514
98,100,890965537
8,43,892942607
62,23,874030098
72,35,886631856
55,19,889341171
59,15,875707874
81,1,878920861
1,8,895020675
100,15,896932387
14,4,878737358
23,68,871895681
27,18,871811739
31,27,871134057
99,96,889355004
74,56,884040324
77,37,886208353
24,14,889766674
64,91,870990842
28,2,889315204
56,44,888023894
39,57,875759810
12,5,896493803
5,92,885802545
11,92,883437347
52,74,893373205
46,73,891901336
11,14,887870346
84,83,883578409
12,4,874820648
95,46,892941890
34,36,889276201
99,74,877477658
22,45,875683683
85,87,895071008
84,72,895405429
91,68,889783240
47,17,877153780
27,23,876166742
34,69,874601632
13,91,884087351
98,100,874744655
56,2,886959769
22,4,899384413
4,93,885923194
65,3,874127772
3,39,897549964
25,10,872219923
32,24,884336408
12,41,890927731
99,13,886771905
48,90,879341392
100,70,878279219
22,74,885807569
98,34,889758394
50,99,887779222
37,66,886487520
72,40,879395536
63,24,870193082
11,58,870942025
39,59,889350840
41,6,886525529
39,18,870732083
11,7,898257778
50,24,896879882
45,70,894764978
21,18,888486353
66,37,898319521
100,51,895080122
52,21,883203430
73,93,896822423
90,6,895173171
9,54,874102995
54,86,886047435
3,71,872700863
88,90,878924827
80,68,880124884
68,96,896012016
52,63,874833251
93,6,875413812
92,43,892528156
24,39,897471858
9,75,879222388
30,65,873151286
89,54,893586983
66,37,870078700
13,24,889233192
94,22,898912399
48,93,877592677
37,96,892949559
41,1,883278670
75,54,887125658
64,100,875978017
50,50,877926943
49,22,883328198
25,84,880565493
26,28,877626432
99,63,897858930
18,75,882487197
51,2,878114099
68,14,888669688
12,14,888874773
83,41,883330009
11,78,883449724
16,60,888542969
10,76,894246835
45,25,885588245
6,88,884593982
6,63,878669093
31,53,879341830
94,34,873962407
6,51,873861090
19,90,887658651
30,19,877584019
80,73,890449531
67,57,879544830
86,93,882325974
16,100,882961312
68,93,893112823
15,54,873801085
74,12,884597315
15,21,870643590
18,36,895396307
55,52,882711590
97,70,879808541
90,45,871324603
39,24,879814359
81,94,889328350
81,84,880229370
68,44,889930999
47,59,881340278
48,26,875315373
25,78,891440430
67,27,884619203
57,69,887148150
34,45,899067925
72,2,887545689
74,79,882007699
18,65,871711501
10,10,899006436
84,95,896311024
39,57,889779316
5,76,878496421
8,14,890986257
49,70,880792277
73,24,890291126
77,43,877632975
76,36,897657184
69,90,888243694
68,68,875404691
14,64,896682376
92,20,892399365
25,43,898980801
81,3,870105672
82,92,885724486
59,62,897081745
77,14,872268425
32,17,875305492
73,54,879733304
18,8,884233916
72,17,881579271
85,3,893311454
43,49,892959202
22,1,892308583
47,78,898437491
10,97,890331636
2,57,899841609
42,6,876028931
49,29,881371873
96,47,879229272
12,67,884436461
63,73,887967507
77,18,871533177
19,18,888768919
26,11,880808900
70,99,891052657
33,46,894337573
38,44,870307334
11,81,882483865
41,28,881134499
90,74,894055326
72,94,886049496
99,33,874318118
67,82,887076865
68,52,870230006
44,10,888782857
28,23,894509125
64,83,875567400
56,34,889734795
90,51,884276736
54,78,883576360
62,16,883591624
51,1,874891856
44,14,898268536
59,80,873519274
68,58,878130792
44,11,878284760
76,56,872390851
74,6,895014657
13,30,899601753
32,80,875452249
55,89,891040871
71,34,884083493
40,87,883769379
70,71,896280740
32,4,880821060
39,43,885872001
25,78,889395581
46,44,877821426
39,85,880018994
98,76,874606326
71,76,877462976
13,39,873986114
56,99,880701283
68,81,872306341
27,86,887497034
25,46,888189746
52,87,879333530
76,32,894595869
78,18,899329087
17,81,891028178
53,85,893961645
6,4,883301126
79,10,885400429
28,23,896518360
76,12,870984322
47,33,886959814
26,94,898480576
43,17,875564449
72,67,875017887
71,65,875253153
20,24,873058337
77,14,883435601
63,67,889836704
63,77,897966836
53,76,876933462
37,26,883823978
96,6,892214880
37,26,899995779
74,27,891427769
70,1,892468358
86,60,870541118
22,29,890444619
95,19,878121882
49,18,896893522
3,15,884128777
29,7,891637737
71,5,892579471
60,42,894411713
14,76,880659751
48,54,899619285
44,69,891504048
91,15,890319739
23,62,894872329
68,100,884860792
86,38,883663358
9,73,895996356
82,1,871562091
29,48,891013062
28,97,898510628
18,68,872052619
71,55,879832413
69,38,871813877
19,15,879013029
62,18,888833424
58,95,879233784
82,84,880718945
75,94,878871170
99,45,894759655
69,94,887350105
35,75,894219559
56,97,890353976
79,62,880244037
4,74,878949616
88,88,875423081
44,82,878369803
94,69,890529961
56,59,887315690
52,28,890598354
72,42,871579143
51,52,889717749
20,36,896957999
79,3,886222431
33,21,899323639
60,51,875889786
47,5,893371808
52,93,884477813
66,59,894884287
98,78,874802492
67,46,871800072
92,40,889889276
56,73,895605400
26,60,891237117
34,51,884610340
37,10,896577163
2,85,892496640
43,15,875510962
91,18,892160770
21,45,895805266
45,65,877393459
20,85,870486411
14,78,885705192
12,77,886027472
47,53,882423512
40,83,887989399
2,95,886364560
34,82,897655019
47,97,889065234
25,66,898543245
6,5,888159546
14,21,896929344
54,63,896871891
37,53,896479446
25,85,896135613
82,48,898157542
83,29,880625855
69,26,883223779
89,59,897885921
94,70,884046823
59,87,886938685
73,90,893354364
69,32,871240192
5,7,871458773
64,63,876684285
60,48,895538849
73,81,878130013
12,63,895905241
47,78,889831597
55,94,877515913
60,85,883824626
100,45,895084193
63,65,880350275
80,17,872643883
22,31,896927167
61,5,886700273
21,77,884353708
22,27,879296275
83,90,888635239
27,70,894876322
36,48,874993538
44,11,897391939
96,91,880731295
76,79,878766591
62,35,872992056
90,60,875526806
29,60,875854499
4,98,899301004
59,51,893299199
37,88,898818890
48,28,873948931
14,36,892511886
49,38,890295440
95,17,872593008
87,63,886228675
69,66,887126726
30,33,874759799
18,83,885769386
52,73,877669899
100,21,888831011
13,32,892460761
13,6,881335299
87,19,882790248
34,80,877520341
55,39,889460157
26,54,892524047
92,8,876419145
41,8,896067740
1,76,899172271
1,87,877788142
71,83,880452866
37,98,877083165
85,63,878531207
7,54,870172181
85,34,882395605
57,91,891967421
66,31,870486722
66,72,893067857
40,46,883750040
37,67,896565473
47,69,888637988
85,98,893475931
57,37,884077006
70,81,889318466
83,58,879913801
42,40,881673898
27,6,888190775
51,15,882912803
73,24,873273591
71,26,894795336
1,43,896261751
82,84,899800578
51,67,896780213
82,20,896943632
2,8,884509956
13,88,888230302
84,34,887557553
60,62,876888042
78,10,899171499
5,62,890352971
22,92,870877015
19,30,883496267
63,89,887514376
57,15,886145704
35,4,884208784
27,97,894476333
12,42,870400915
82,90,876011445
65,73,893327893
33,45,870947322
78,100,886546228
27,47,875595291
91,51,879482111
88,46,887903920
94,18,883559925
24,85,898004667
73,30,884163722
15,34,876164486
90,27,896094650
